State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Virginia,Norfolk,nan,22,nan,31,Other,2016,4,2016-07-01,2016-09-30
Washington,Seattle,22,16,nan,53,Other,2016,4,2016-07-01,2016-09-30
Washington,Spokane,0,nan,nan,nan,Other,2016,4,2016-07-01,2016-09-30
Washington,Yakima,0,nan,nan,nan,Other,2016,4,2016-07-01,2016-09-30
Wisconsin,Milwaukee,nan,nan,nan,24,Other,2016,4,2016-07-01,2016-09-30
Guam,Hagatna,nan,nan,nan,nan,Other,2016,4,2016-07-01,2016-09-30
U.S. Virgin Islands,Charlotte Amalie,0,nan,0,nan,Other,2016,4,2016-07-01,2016-09-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2016,4,2016-07-01,2016-09-30
Puerto Rico,San Juan,nan,nan,0,nan,Other,2016,4,2016-07-01,2016-09-30
Service Center,California,0,0,0,0,Other,2016,4,2016-07-01,2016-09-30
Service Center,Nebraska,0,0,0,0,Other,2016,4,2016-07-01,2016-09-30
Service Center,Texas,nan,nan,nan,40,Other,2016,4,2016-07-01,2016-09-30
Alaska,Anchorage,0,nan,0,10,Other,2016,3,2016-04-01,2016-06-30
Arizona,Phoenix,19,30,nan,51,Other,2016,3,2016-04-01,2016-06-30
Arizona,Tucson,nan,nan,nan,nan,Other,2016,3,2016-04-01,2016-06-30
Arkansas,Fort Smith,nan,10,nan,nan,Other,2016,3,2016-04-01,2016-06-30
California,Chula Vista,0,0,0,0,Other,2016,3,2016-04-01,2016-06-30
California,Fresno,15,nan,0,20,Other,2016,3,2016-04-01,2016-06-30
California,Imperial,0,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
California,Los Angeles,56,41,nan,98,Other,2016,3,2016-04-01,2016-06-30
California,Los Angeles County,18,65,nan,55,Other,2016,3,2016-04-01,2016-06-30
California,Sacramento,nan,13,nan,19,Other,2016,3,2016-04-01,2016-06-30
California,San Bernardino,nan,35,nan,13,Other,2016,3,2016-04-01,2016-06-30
California,San Diego,12,25,nan,30,Other,2016,3,2016-04-01,2016-06-30
California,San Fernando Valley,12,41,nan,43,Other,2016,3,2016-04-01,2016-06-30
California,San Francisco,32,22,nan,169,Other,2016,3,2016-04-01,2016-06-30
California,San Jose,21,nan,0,41,Other,2016,3,2016-04-01,2016-06-30
California,Santa Ana,20,35,nan,28,Other,2016,3,2016-04-01,2016-06-30
Colorado,Denver,26,43,0,116,Other,2016,3,2016-04-01,2016-06-30
Connecticut,Hartford,10,74,12,23,Other,2016,3,2016-04-01,2016-06-30
Delaware,Dover,0,0,0,0,Other,2016,3,2016-04-01,2016-06-30
District Of Columbia,Washington,129,66,nan,335,Other,2016,3,2016-04-01,2016-06-30
Florida,Hialeah,nan,17,nan,12,Other,2016,3,2016-04-01,2016-06-30
Florida,Jacksonville,nan,nan,0,21,Other,2016,3,2016-04-01,2016-06-30
Florida,Kendall,22,12,nan,31,Other,2016,3,2016-04-01,2016-06-30
Florida,Miami,17,35,nan,14,Other,2016,3,2016-04-01,2016-06-30
Florida,Oakland Park,12,20,0,71,Other,2016,3,2016-04-01,2016-06-30
Florida,Orlando,nan,16,nan,nan,Other,2016,3,2016-04-01,2016-06-30
Florida,Tampa,19,40,nan,40,Other,2016,3,2016-04-01,2016-06-30
Florida,West Palm Beach,28,24,nan,74,Other,2016,3,2016-04-01,2016-06-30
Georgia,Atlanta,27,100,11,126,Other,2016,3,2016-04-01,2016-06-30
Hawaii,Honolulu,0,nan,0,11,Other,2016,3,2016-04-01,2016-06-30
Idaho,Boise,0,0,0,10,Other,2016,3,2016-04-01,2016-06-30
Illinois,Chicago,24,37,nan,63,Other,2016,3,2016-04-01,2016-06-30
Indiana,Indianapolis,12,nan,nan,12,Other,2016,3,2016-04-01,2016-06-30
Iowa,Des Moines,nan,12,0,15,Other,2016,3,2016-04-01,2016-06-30
Kansas,Wichita,nan,nan,0,11,Other,2016,3,2016-04-01,2016-06-30
Kentucky,Louisville,22,15,0,12,Other,2016,3,2016-04-01,2016-06-30
Louisiana,New Orleans,53,12,0,73,Other,2016,3,2016-04-01,2016-06-30
Maine,Portland,0,nan,nan,14,Other,2016,3,2016-04-01,2016-06-30
Maryland,Baltimore,145,178,nan,261,Other,2016,3,2016-04-01,2016-06-30
Massachusetts,Boston,67,58,nan,296,Other,2016,3,2016-04-01,2016-06-30
Massachusetts,Lawrence,13,31,nan,76,Other,2016,3,2016-04-01,2016-06-30
Michigan,Detroit,17,21,0,36,Other,2016,3,2016-04-01,2016-06-30
Minnesota,St. Paul,15,nan,nan,83,Other,2016,3,2016-04-01,2016-06-30
Missouri,Kansas City,12,10,nan,15,Other,2016,3,2016-04-01,2016-06-30
Missouri,St. Louis,0,nan,0,33,Other,2016,3,2016-04-01,2016-06-30
Montana,Helena,0,nan,0,0,Other,2016,3,2016-04-01,2016-06-30
Nebraska,Omaha,16,32,nan,12,Other,2016,3,2016-04-01,2016-06-30
Nevada,Las Vegas,nan,19,nan,50,Other,2016,3,2016-04-01,2016-06-30
Nevada,Reno,0,nan,0,nan,Other,2016,3,2016-04-01,2016-06-30
New Hampshire,Manchester,nan,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
New Jersey,Mount Laurel,nan,18,nan,14,Other,2016,3,2016-04-01,2016-06-30
New Jersey,Newark,36,37,nan,111,Other,2016,3,2016-04-01,2016-06-30
New Mexico,Albuquerque,nan,13,0,13,Other,2016,3,2016-04-01,2016-06-30
New York,Albany,nan,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
New York,Buffalo,nan,nan,0,14,Other,2016,3,2016-04-01,2016-06-30
New York,Long Island,193,165,26,360,Other,2016,3,2016-04-01,2016-06-30
New York,New York,173,274,37,614,Other,2016,3,2016-04-01,2016-06-30
New York,Queens,56,124,22,158,Other,2016,3,2016-04-01,2016-06-30
North Carolina,Charlotte,24,13,nan,37,Other,2016,3,2016-04-01,2016-06-30
North Carolina,Raleigh,18,25,nan,47,Other,2016,3,2016-04-01,2016-06-30
Ohio,Cincinnati,nan,nan,23,26,Other,2016,3,2016-04-01,2016-06-30
Ohio,Cleveland,nan,nan,nan,12,Other,2016,3,2016-04-01,2016-06-30
Ohio,Columbus,12,nan,0,39,Other,2016,3,2016-04-01,2016-06-30
Oklahoma,Oklahoma City,14,nan,nan,91,Other,2016,3,2016-04-01,2016-06-30
Oregon,Portland,nan,22,0,17,Other,2016,3,2016-04-01,2016-06-30
Pennsylvania,Philadelphia,27,190,10,67,Other,2016,3,2016-04-01,2016-06-30
Pennsylvania,Pittsburgh,nan,nan,0,nan,Other,2016,3,2016-04-01,2016-06-30
Rhode Island,Providence,nan,23,0,32,Other,2016,3,2016-04-01,2016-06-30
South Carolina,Charleston,10,12,nan,29,Other,2016,3,2016-04-01,2016-06-30
Tennessee,Memphis,38,26,nan,217,Other,2016,3,2016-04-01,2016-06-30
Texas,Dallas,109,183,17,559,Other,2016,3,2016-04-01,2016-06-30
Texas,El Paso,nan,nan,nan,21,Other,2016,3,2016-04-01,2016-06-30
Texas,Harlingen,nan,23,nan,37,Other,2016,3,2016-04-01,2016-06-30
Texas,Houston,64,40,11,470,Other,2016,3,2016-04-01,2016-06-30
Texas,San Antonio,52,16,34,233,Other,2016,3,2016-04-01,2016-06-30
Utah,Salt Lake City,10,nan,nan,24,Other,2016,3,2016-04-01,2016-06-30
Vermont,St. Albans,0,nan,0,0,Other,2016,3,2016-04-01,2016-06-30
Virginia,Norfolk,38,nan,0,63,Other,2016,3,2016-04-01,2016-06-30
Washington,Seattle,19,18,13,nan,Other,2016,3,2016-04-01,2016-06-30
Washington,Spokane,nan,nan,0,nan,Other,2016,3,2016-04-01,2016-06-30
Washington,Yakima,nan,nan,0,nan,Other,2016,3,2016-04-01,2016-06-30
Wisconsin,Milwaukee,0,nan,0,41,Other,2016,3,2016-04-01,2016-06-30
Guam,Hagatna,0,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2016,3,2016-04-01,2016-06-30
Puerto Rico,San Juan,0,0,0,nan,Other,2016,3,2016-04-01,2016-06-30
Service Center,California,0,0,0,0,Other,2016,3,2016-04-01,2016-06-30
Service Center,Nebraska,0,0,0,0,Other,2016,3,2016-04-01,2016-06-30
Service Center,Texas,19,nan,26,55,Other,2016,3,2016-04-01,2016-06-30
Alaska,Anchorage,nan,0,0,11,Other,2016,2,2016-01-01,2016-03-31
Arizona,Phoenix,12,22,nan,43,Other,2016,2,2016-01-01,2016-03-31
Arizona,Tucson,nan,nan,nan,nan,Other,2016,2,2016-01-01,2016-03-31
Arkansas,Fort Smith,nan,18,nan,nan,Other,2016,2,2016-01-01,2016-03-31
California,Chula Vista,nan,0,0,0,Other,2016,2,2016-01-01,2016-03-31
California,Fresno,nan,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
California,Imperial,nan,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
California,Los Angeles,34,83,10,75,Other,2016,2,2016-01-01,2016-03-31
California,Los Angeles County,20,56,10,51,Other,2016,2,2016-01-01,2016-03-31
California,Sacramento,nan,17,nan,nan,Other,2016,2,2016-01-01,2016-03-31
California,San Bernardino,11,51,15,nan,Other,2016,2,2016-01-01,2016-03-31
California,San Diego,nan,12,nan,17,Other,2016,2,2016-01-01,2016-03-31
California,San Fernando Valley,25,44,nan,40,Other,2016,2,2016-01-01,2016-03-31
California,San Francisco,60,13,nan,258,Other,2016,2,2016-01-01,2016-03-31
California,San Jose,22,nan,0,80,Other,2016,2,2016-01-01,2016-03-31
California,Santa Ana,12,34,nan,14,Other,2016,2,2016-01-01,2016-03-31
Colorado,Denver,25,21,nan,138,Other,2016,2,2016-01-01,2016-03-31
Connecticut,Hartford,nan,62,25,37,Other,2016,2,2016-01-01,2016-03-31
Delaware,Dover,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
District Of Columbia,Washington,89,197,14,332,Other,2016,2,2016-01-01,2016-03-31
Florida,Hialeah,13,13,nan,24,Other,2016,2,2016-01-01,2016-03-31
Florida,Jacksonville,nan,nan,nan,15,Other,2016,2,2016-01-01,2016-03-31
Florida,Kendall,16,13,nan,31,Other,2016,2,2016-01-01,2016-03-31
Florida,Miami,18,52,nan,22,Other,2016,2,2016-01-01,2016-03-31
Florida,Oakland Park,13,17,nan,77,Other,2016,2,2016-01-01,2016-03-31
Florida,Orlando,11,53,nan,nan,Other,2016,2,2016-01-01,2016-03-31
Florida,Tampa,12,121,15,13,Other,2016,2,2016-01-01,2016-03-31
Florida,West Palm Beach,21,35,nan,22,Other,2016,2,2016-01-01,2016-03-31
Georgia,Atlanta,43,177,nan,174,Other,2016,2,2016-01-01,2016-03-31
Hawaii,Honolulu,nan,0,0,nan,Other,2016,2,2016-01-01,2016-03-31
Idaho,Boise,0,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
Illinois,Chicago,12,77,nan,78,Other,2016,2,2016-01-01,2016-03-31
Indiana,Indianapolis,nan,13,0,11,Other,2016,2,2016-01-01,2016-03-31
Iowa,Des Moines,nan,26,0,10,Other,2016,2,2016-01-01,2016-03-31
Kansas,Wichita,nan,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
Kentucky,Louisville,13,14,0,nan,Other,2016,2,2016-01-01,2016-03-31
Louisiana,New Orleans,41,56,nan,28,Other,2016,2,2016-01-01,2016-03-31
Maine,Portland,nan,nan,0,16,Other,2016,2,2016-01-01,2016-03-31
Maryland,Baltimore,79,224,15,286,Other,2016,2,2016-01-01,2016-03-31
Massachusetts,Boston,47,60,nan,244,Other,2016,2,2016-01-01,2016-03-31
Massachusetts,Lawrence,11,28,nan,57,Other,2016,2,2016-01-01,2016-03-31
Michigan,Detroit,18,46,nan,38,Other,2016,2,2016-01-01,2016-03-31
Minnesota,St. Paul,22,nan,nan,81,Other,2016,2,2016-01-01,2016-03-31
Missouri,Kansas City,nan,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
Missouri,St. Louis,nan,0,0,21,Other,2016,2,2016-01-01,2016-03-31
Montana,Helena,nan,nan,nan,0,Other,2016,2,2016-01-01,2016-03-31
Nebraska,Omaha,20,39,nan,17,Other,2016,2,2016-01-01,2016-03-31
Nevada,Las Vegas,20,40,nan,42,Other,2016,2,2016-01-01,2016-03-31
Nevada,Reno,nan,0,0,nan,Other,2016,2,2016-01-01,2016-03-31
New Hampshire,Manchester,nan,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
New Jersey,Mount Laurel,nan,nan,0,60,Other,2016,2,2016-01-01,2016-03-31
New Jersey,Newark,28,10,nan,247,Other,2016,2,2016-01-01,2016-03-31
New Mexico,Albuquerque,nan,nan,0,24,Other,2016,2,2016-01-01,2016-03-31
New York,Albany,nan,nan,0,16,Other,2016,2,2016-01-01,2016-03-31
New York,Buffalo,nan,12,nan,nan,Other,2016,2,2016-01-01,2016-03-31
New York,Long Island,177,263,41,332,Other,2016,2,2016-01-01,2016-03-31
New York,New York,179,411,91,677,Other,2016,2,2016-01-01,2016-03-31
New York,Queens,31,84,14,207,Other,2016,2,2016-01-01,2016-03-31
North Carolina,Charlotte,18,28,nan,19,Other,2016,2,2016-01-01,2016-03-31
North Carolina,Raleigh,23,29,0,17,Other,2016,2,2016-01-01,2016-03-31
Ohio,Cincinnati,21,19,nan,31,Other,2016,2,2016-01-01,2016-03-31
Ohio,Cleveland,nan,nan,nan,11,Other,2016,2,2016-01-01,2016-03-31
Ohio,Columbus,nan,nan,nan,19,Other,2016,2,2016-01-01,2016-03-31
Oklahoma,Oklahoma City,17,10,0,49,Other,2016,2,2016-01-01,2016-03-31
Oregon,Portland,nan,15,nan,16,Other,2016,2,2016-01-01,2016-03-31
Pennsylvania,Philadelphia,29,59,nan,145,Other,2016,2,2016-01-01,2016-03-31
Pennsylvania,Pittsburgh,nan,nan,0,22,Other,2016,2,2016-01-01,2016-03-31
Rhode Island,Providence,nan,nan,nan,33,Other,2016,2,2016-01-01,2016-03-31
South Carolina,Charleston,nan,18,nan,nan,Other,2016,2,2016-01-01,2016-03-31
Tennessee,Memphis,35,70,nan,43,Other,2016,2,2016-01-01,2016-03-31
Texas,Dallas,67,149,nan,504,Other,2016,2,2016-01-01,2016-03-31
Texas,El Paso,nan,nan,0,20,Other,2016,2,2016-01-01,2016-03-31
Texas,Harlingen,nan,11,nan,50,Other,2016,2,2016-01-01,2016-03-31
Texas,Houston,58,83,nan,335,Other,2016,2,2016-01-01,2016-03-31
Texas,San Antonio,59,93,24,169,Other,2016,2,2016-01-01,2016-03-31
Utah,Salt Lake City,nan,10,0,12,Other,2016,2,2016-01-01,2016-03-31
Vermont,St. Albans,0,nan,0,nan,Other,2016,2,2016-01-01,2016-03-31
Virginia,Norfolk,20,43,nan,43,Other,2016,2,2016-01-01,2016-03-31
Washington,Seattle,14,39,nan,14,Other,2016,2,2016-01-01,2016-03-31
Washington,Spokane,0,0,0,nan,Other,2016,2,2016-01-01,2016-03-31
Washington,Yakima,nan,nan,nan,nan,Other,2016,2,2016-01-01,2016-03-31
Wisconsin,Milwaukee,nan,13,nan,35,Other,2016,2,2016-01-01,2016-03-31
Guam,Hagatna,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
Puerto Rico,San Juan,0,0,nan,nan,Other,2016,2,2016-01-01,2016-03-31
Service Center,California,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
Service Center,Nebraska,0,0,0,0,Other,2016,2,2016-01-01,2016-03-31
Service Center,Texas,21,nan,34,59,Other,2016,2,2016-01-01,2016-03-31
Alaska,Anchorage,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Arizona,Phoenix,13,11,nan,47,Other,2016,1,2015-10-01,2015-12-31
Arizona,Tucson,nan,nan,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Arkansas,Fort Smith,12,10,nan,23,Other,2016,1,2015-10-01,2015-12-31
California,Chula Vista,nan,nan,nan,nan,Other,2016,1,2015-10-01,2015-12-31
California,Fresno,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
California,Imperial,0,0,0,nan,Other,2016,1,2015-10-01,2015-12-31
California,Los Angeles,37,76,nan,112,Other,2016,1,2015-10-01,2015-12-31
California,Los Angeles County,22,64,nan,109,Other,2016,1,2015-10-01,2015-12-31
California,Sacramento,nan,nan,nan,12,Other,2016,1,2015-10-01,2015-12-31
California,San Bernardino,nan,26,nan,10,Other,2016,1,2015-10-01,2015-12-31
California,San Diego,nan,12,0,nan,Other,2016,1,2015-10-01,2015-12-31
California,San Fernando Valley,18,46,nan,46,Other,2016,1,2015-10-01,2015-12-31
California,San Francisco,62,36,nan,206,Other,2016,1,2015-10-01,2015-12-31
California,San Jose,nan,10,nan,20,Other,2016,1,2015-10-01,2015-12-31
California,Santa Ana,nan,93,nan,18,Other,2016,1,2015-10-01,2015-12-31
Colorado,Denver,13,28,nan,135,Other,2016,1,2015-10-01,2015-12-31
Connecticut,Hartford,13,12,nan,119,Other,2016,1,2015-10-01,2015-12-31
Delaware,Dover,0,0,0,0,Other,2016,1,2015-10-01,2015-12-31
District Of Columbia,Washington,74,146,nan,455,Other,2016,1,2015-10-01,2015-12-31
Florida,Hialeah,nan,nan,nan,26,Other,2016,1,2015-10-01,2015-12-31
Florida,Jacksonville,nan,nan,0,11,Other,2016,1,2015-10-01,2015-12-31
Florida,Kendall,12,12,nan,30,Other,2016,1,2015-10-01,2015-12-31
Florida,Miami,23,16,nan,56,Other,2016,1,2015-10-01,2015-12-31
Florida,Oakland Park,18,23,nan,70,Other,2016,1,2015-10-01,2015-12-31
Florida,Orlando,10,32,nan,34,Other,2016,1,2015-10-01,2015-12-31
Florida,Tampa,21,69,nan,96,Other,2016,1,2015-10-01,2015-12-31
Florida,West Palm Beach,20,79,nan,13,Other,2016,1,2015-10-01,2015-12-31
Georgia,Atlanta,33,68,nan,219,Other,2016,1,2015-10-01,2015-12-31
Hawaii,Honolulu,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Idaho,Boise,0,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Illinois,Chicago,20,20,10,153,Other,2016,1,2015-10-01,2015-12-31
Indiana,Indianapolis,nan,17,nan,26,Other,2016,1,2015-10-01,2015-12-31
Iowa,Des Moines,11,nan,0,16,Other,2016,1,2015-10-01,2015-12-31
Kansas,Wichita,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Kentucky,Louisville,nan,14,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Louisiana,New Orleans,42,54,nan,44,Other,2016,1,2015-10-01,2015-12-31
Maine,Portland,nan,nan,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Maryland,Baltimore,65,214,20,398,Other,2016,1,2015-10-01,2015-12-31
Massachusetts,Boston,43,69,nan,182,Other,2016,1,2015-10-01,2015-12-31
Massachusetts,Lawrence,nan,nan,0,61,Other,2016,1,2015-10-01,2015-12-31
Michigan,Detroit,nan,13,nan,64,Other,2016,1,2015-10-01,2015-12-31
Minnesota,St. Paul,nan,nan,0,49,Other,2016,1,2015-10-01,2015-12-31
Missouri,Kansas City,nan,nan,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Missouri,St. Louis,nan,13,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Montana,Helena,0,0,0,nan,Other,2016,1,2015-10-01,2015-12-31
Nebraska,Omaha,12,43,nan,25,Other,2016,1,2015-10-01,2015-12-31
Nevada,Las Vegas,11,35,nan,44,Other,2016,1,2015-10-01,2015-12-31
Nevada,Reno,0,0,nan,0,Other,2016,1,2015-10-01,2015-12-31
New Hampshire,Manchester,0,0,0,10,Other,2016,1,2015-10-01,2015-12-31
New Jersey,Mount Laurel,nan,15,nan,53,Other,2016,1,2015-10-01,2015-12-31
New Jersey,Newark,24,43,nan,234,Other,2016,1,2015-10-01,2015-12-31
New Mexico,Albuquerque,nan,15,0,27,Other,2016,1,2015-10-01,2015-12-31
New York,Albany,nan,nan,0,14,Other,2016,1,2015-10-01,2015-12-31
New York,Buffalo,nan,22,nan,13,Other,2016,1,2015-10-01,2015-12-31
New York,Long Island,123,347,51,473,Other,2016,1,2015-10-01,2015-12-31
New York,New York,133,504,66,959,Other,2016,1,2015-10-01,2015-12-31
New York,Queens,37,83,11,310,Other,2016,1,2015-10-01,2015-12-31
North Carolina,Charlotte,20,14,nan,25,Other,2016,1,2015-10-01,2015-12-31
North Carolina,Raleigh,21,36,nan,27,Other,2016,1,2015-10-01,2015-12-31
Ohio,Cincinnati,20,nan,0,18,Other,2016,1,2015-10-01,2015-12-31
Ohio,Cleveland,nan,10,0,nan,Other,2016,1,2015-10-01,2015-12-31
Ohio,Columbus,nan,15,nan,22,Other,2016,1,2015-10-01,2015-12-31
Oklahoma,Oklahoma City,10,nan,nan,35,Other,2016,1,2015-10-01,2015-12-31
Oregon,Portland,nan,19,nan,22,Other,2016,1,2015-10-01,2015-12-31
Pennsylvania,Philadelphia,25,20,14,182,Other,2016,1,2015-10-01,2015-12-31
Pennsylvania,Pittsburgh,nan,10,0,28,Other,2016,1,2015-10-01,2015-12-31
Rhode Island,Providence,11,10,nan,33,Other,2016,1,2015-10-01,2015-12-31
South Carolina,Charleston,nan,10,0,17,Other,2016,1,2015-10-01,2015-12-31
Tennessee,Memphis,36,37,nan,87,Other,2016,1,2015-10-01,2015-12-31
Texas,Dallas,81,99,nan,450,Other,2016,1,2015-10-01,2015-12-31
Texas,El Paso,11,nan,0,17,Other,2016,1,2015-10-01,2015-12-31
Texas,Harlingen,nan,22,10,61,Other,2016,1,2015-10-01,2015-12-31
Texas,Houston,72,52,nan,152,Other,2016,1,2015-10-01,2015-12-31
Texas,San Antonio,52,89,14,202,Other,2016,1,2015-10-01,2015-12-31
Utah,Salt Lake City,nan,13,nan,14,Other,2016,1,2015-10-01,2015-12-31
Vermont,St. Albans,0,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Virginia,Norfolk,20,59,nan,79,Other,2016,1,2015-10-01,2015-12-31
Washington,Seattle,18,22,11,50,Other,2016,1,2015-10-01,2015-12-31
Washington,Spokane,0,nan,nan,nan,Other,2016,1,2015-10-01,2015-12-31
Washington,Yakima,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Wisconsin,Milwaukee,12,nan,0,43,Other,2016,1,2015-10-01,2015-12-31
Guam,Hagatna,nan,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2016,1,2015-10-01,2015-12-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2016,1,2015-10-01,2015-12-31
Puerto Rico,San Juan,0,nan,0,nan,Other,2016,1,2015-10-01,2015-12-31
Service Center,California,0,0,0,0,Other,2016,1,2015-10-01,2015-12-31
Service Center,Nebraska,0,0,0,0,Other,2016,1,2015-10-01,2015-12-31
Service Center,Texas,nan,nan,31,46,Other,2016,1,2015-10-01,2015-12-31
Alaska,Anchorage,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Arizona,Phoenix,nan,22,nan,36,Other,2015,4,2015-07-01,2015-09-30
Arizona,Tucson,nan,0,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Arkansas,Fort Smith,nan,nan,nan,12,Other,2015,4,2015-07-01,2015-09-30
California,Chula Vista,nan,nan,nan,11,Other,2015,4,2015-07-01,2015-09-30
California,Fresno,12,13,nan,nan,Other,2015,4,2015-07-01,2015-09-30
California,Imperial,0,nan,0,0,Other,2015,4,2015-07-01,2015-09-30
California,Los Angeles,41,123,nan,140,Other,2015,4,2015-07-01,2015-09-30
California,Los Angeles County,28,121,14,15,Other,2015,4,2015-07-01,2015-09-30
California,Sacramento,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
California,San Bernardino,nan,36,nan,nan,Other,2015,4,2015-07-01,2015-09-30
California,San Diego,nan,12,nan,nan,Other,2015,4,2015-07-01,2015-09-30
California,San Fernando Valley,17,45,nan,29,Other,2015,4,2015-07-01,2015-09-30
California,San Francisco,39,53,nan,166,Other,2015,4,2015-07-01,2015-09-30
California,San Jose,16,18,0,56,Other,2015,4,2015-07-01,2015-09-30
California,Santa Ana,nan,24,nan,11,Other,2015,4,2015-07-01,2015-09-30
Colorado,Denver,18,17,nan,105,Other,2015,4,2015-07-01,2015-09-30
Connecticut,Hartford,nan,21,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Delaware,Dover,0,0,0,0,Other,2015,4,2015-07-01,2015-09-30
District Of Columbia,Washington,71,138,19,162,Other,2015,4,2015-07-01,2015-09-30
Florida,Hialeah,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Florida,Jacksonville,nan,nan,nan,18,Other,2015,4,2015-07-01,2015-09-30
Florida,Kendall,17,14,nan,20,Other,2015,4,2015-07-01,2015-09-30
Florida,Miami,19,23,0,12,Other,2015,4,2015-07-01,2015-09-30
Florida,Oakland Park,12,37,10,nan,Other,2015,4,2015-07-01,2015-09-30
Florida,Orlando,nan,27,nan,25,Other,2015,4,2015-07-01,2015-09-30
Florida,Tampa,22,24,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Florida,West Palm Beach,30,57,nan,13,Other,2015,4,2015-07-01,2015-09-30
Georgia,Atlanta,52,108,nan,10,Other,2015,4,2015-07-01,2015-09-30
Hawaii,Honolulu,nan,11,0,nan,Other,2015,4,2015-07-01,2015-09-30
Idaho,Boise,0,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Illinois,Chicago,36,47,nan,89,Other,2015,4,2015-07-01,2015-09-30
Indiana,Indianapolis,10,25,0,28,Other,2015,4,2015-07-01,2015-09-30
Iowa,Des Moines,nan,16,0,16,Other,2015,4,2015-07-01,2015-09-30
Kansas,Wichita,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Kentucky,Louisville,nan,11,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Louisiana,New Orleans,35,28,nan,48,Other,2015,4,2015-07-01,2015-09-30
Maine,Portland,0,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Maryland,Baltimore,64,60,nan,111,Other,2015,4,2015-07-01,2015-09-30
Massachusetts,Boston,26,75,nan,127,Other,2015,4,2015-07-01,2015-09-30
Massachusetts,Lawrence,nan,15,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Michigan,Detroit,nan,nan,nan,25,Other,2015,4,2015-07-01,2015-09-30
Minnesota,St. Paul,18,18,nan,53,Other,2015,4,2015-07-01,2015-09-30
Missouri,Kansas City,10,11,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Missouri,St. Louis,nan,39,nan,nan,Other,2015,4,2015-07-01,2015-09-30
Montana,Helena,0,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
Nebraska,Omaha,11,29,nan,50,Other,2015,4,2015-07-01,2015-09-30
Nevada,Las Vegas,nan,34,nan,33,Other,2015,4,2015-07-01,2015-09-30
Nevada,Reno,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
New Hampshire,Manchester,nan,nan,0,nan,Other,2015,4,2015-07-01,2015-09-30
New Jersey,Mount Laurel,nan,nan,nan,45,Other,2015,4,2015-07-01,2015-09-30
New Jersey,Newark,32,61,nan,143,Other,2015,4,2015-07-01,2015-09-30
New Mexico,Albuquerque,nan,nan,0,0,Other,2015,4,2015-07-01,2015-09-30
New York,Albany,0,nan,0,10,Other,2015,4,2015-07-01,2015-09-30
