State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Missouri,Kansas City,0,24,nan,nan,Employment,2016,2,2016-01-01,2016-03-31
Missouri,St. Louis,0,nan,0,13,Employment,2016,2,2016-01-01,2016-03-31
Montana,Helena,0,0,0,0,Employment,2016,2,2016-01-01,2016-03-31
Nebraska,Omaha,0,19,nan,nan,Employment,2016,2,2016-01-01,2016-03-31
Nevada,Las Vegas,0,nan,nan,10,Employment,2016,2,2016-01-01,2016-03-31
Nevada,Reno,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
New Hampshire,Manchester,0,nan,nan,nan,Employment,2016,2,2016-01-01,2016-03-31
New Jersey,Mount Laurel,0,nan,nan,43,Employment,2016,2,2016-01-01,2016-03-31
New Jersey,Newark,0,58,10,129,Employment,2016,2,2016-01-01,2016-03-31
New Mexico,Albuquerque,0,0,0,0,Employment,2016,2,2016-01-01,2016-03-31
New York,Albany,0,0,0,nan,Employment,2016,2,2016-01-01,2016-03-31
New York,Buffalo,0,10,0,nan,Employment,2016,2,2016-01-01,2016-03-31
New York,Long Island,0,27,nan,121,Employment,2016,2,2016-01-01,2016-03-31
New York,New York,0,119,18,103,Employment,2016,2,2016-01-01,2016-03-31
New York,Queens,0,42,11,78,Employment,2016,2,2016-01-01,2016-03-31
North Carolina,Charlotte,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
North Carolina,Raleigh,0,nan,0,61,Employment,2016,2,2016-01-01,2016-03-31
Ohio,Cincinnati,0,nan,nan,0,Employment,2016,2,2016-01-01,2016-03-31
Ohio,Cleveland,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Ohio,Columbus,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Oklahoma,Oklahoma City,0,nan,nan,16,Employment,2016,2,2016-01-01,2016-03-31
Oregon,Portland,0,29,nan,30,Employment,2016,2,2016-01-01,2016-03-31
Pennsylvania,Philadelphia,0,31,nan,84,Employment,2016,2,2016-01-01,2016-03-31
Pennsylvania,Pittsburgh,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Rhode Island,Providence,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
South Carolina,Charleston,0,18,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Tennessee,Memphis,0,nan,0,34,Employment,2016,2,2016-01-01,2016-03-31
Texas,Dallas,0,36,12,128,Employment,2016,2,2016-01-01,2016-03-31
Texas,El Paso,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Texas,Harlingen,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Texas,Houston,0,29,nan,138,Employment,2016,2,2016-01-01,2016-03-31
Texas,San Antonio,0,19,0,43,Employment,2016,2,2016-01-01,2016-03-31
Utah,Salt Lake City,0,10,0,11,Employment,2016,2,2016-01-01,2016-03-31
Vermont,St. Albans,0,nan,nan,nan,Employment,2016,2,2016-01-01,2016-03-31
Virginia,Norfolk,0,nan,nan,41,Employment,2016,2,2016-01-01,2016-03-31
Washington,Seattle,0,46,nan,31,Employment,2016,2,2016-01-01,2016-03-31
Washington,Spokane,0,nan,0,0,Employment,2016,2,2016-01-01,2016-03-31
Washington,Yakima,0,nan,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Wisconsin,Milwaukee,0,nan,nan,13,Employment,2016,2,2016-01-01,2016-03-31
Guam,Hagatna,0,0,nan,nan,Employment,2016,2,2016-01-01,2016-03-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Employment,2016,2,2016-01-01,2016-03-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Employment,2016,2,2016-01-01,2016-03-31
Puerto Rico,San Juan,0,0,0,nan,Employment,2016,2,2016-01-01,2016-03-31
Service Center,California,663,507,34,2014,Employment,2016,2,2016-01-01,2016-03-31
Service Center,Nebraska,18031,14475,558,59645,Employment,2016,2,2016-01-01,2016-03-31
Service Center,Texas,11259,12988,927,59697,Employment,2016,2,2016-01-01,2016-03-31
Alaska,Anchorage,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Arizona,Phoenix,0,15,nan,26,Employment,2016,1,2015-10-01,2015-12-31
Arizona,Tucson,0,nan,nan,11,Employment,2016,1,2015-10-01,2015-12-31
Arkansas,Fort Smith,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
California,Chula Vista,0,nan,0,11,Employment,2016,1,2015-10-01,2015-12-31
California,Fresno,0,14,0,nan,Employment,2016,1,2015-10-01,2015-12-31
California,Imperial,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
California,Los Angeles,0,108,nan,191,Employment,2016,1,2015-10-01,2015-12-31
California,Los Angeles County,0,37,nan,119,Employment,2016,1,2015-10-01,2015-12-31
California,Sacramento,0,11,nan,13,Employment,2016,1,2015-10-01,2015-12-31
California,San Bernardino,0,39,nan,59,Employment,2016,1,2015-10-01,2015-12-31
California,San Diego,0,nan,nan,42,Employment,2016,1,2015-10-01,2015-12-31
California,San Fernando Valley,0,26,10,47,Employment,2016,1,2015-10-01,2015-12-31
California,San Francisco,0,89,nan,86,Employment,2016,1,2015-10-01,2015-12-31
California,San Jose,0,97,nan,213,Employment,2016,1,2015-10-01,2015-12-31
California,Santa Ana,0,61,nan,240,Employment,2016,1,2015-10-01,2015-12-31
Colorado,Denver,0,18,nan,46,Employment,2016,1,2015-10-01,2015-12-31
Connecticut,Hartford,0,nan,nan,38,Employment,2016,1,2015-10-01,2015-12-31
Delaware,Dover,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
District Of Columbia,Washington,0,62,nan,179,Employment,2016,1,2015-10-01,2015-12-31
Florida,Hialeah,0,nan,nan,27,Employment,2016,1,2015-10-01,2015-12-31
Florida,Jacksonville,0,nan,0,22,Employment,2016,1,2015-10-01,2015-12-31
Florida,Kendall,0,12,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Florida,Miami,0,31,nan,26,Employment,2016,1,2015-10-01,2015-12-31
Florida,Oakland Park,0,15,0,47,Employment,2016,1,2015-10-01,2015-12-31
Florida,Orlando,0,nan,0,21,Employment,2016,1,2015-10-01,2015-12-31
Florida,Tampa,0,18,nan,13,Employment,2016,1,2015-10-01,2015-12-31
Florida,West Palm Beach,0,nan,nan,81,Employment,2016,1,2015-10-01,2015-12-31
Georgia,Atlanta,0,61,nan,230,Employment,2016,1,2015-10-01,2015-12-31
Hawaii,Honolulu,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Idaho,Boise,0,nan,0,0,Employment,2016,1,2015-10-01,2015-12-31
Illinois,Chicago,0,58,nan,172,Employment,2016,1,2015-10-01,2015-12-31
Indiana,Indianapolis,0,nan,0,18,Employment,2016,1,2015-10-01,2015-12-31
Iowa,Des Moines,0,11,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Kansas,Wichita,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Kentucky,Louisville,0,nan,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Louisiana,New Orleans,0,nan,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Maine,Portland,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
Maryland,Baltimore,0,36,0,177,Employment,2016,1,2015-10-01,2015-12-31
Massachusetts,Boston,0,41,nan,63,Employment,2016,1,2015-10-01,2015-12-31
Massachusetts,Lawrence,0,12,0,23,Employment,2016,1,2015-10-01,2015-12-31
Michigan,Detroit,0,48,nan,55,Employment,2016,1,2015-10-01,2015-12-31
Minnesota,St. Paul,0,18,0,35,Employment,2016,1,2015-10-01,2015-12-31
Missouri,Kansas City,0,34,0,15,Employment,2016,1,2015-10-01,2015-12-31
Missouri,St. Louis,0,nan,nan,13,Employment,2016,1,2015-10-01,2015-12-31
Montana,Helena,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
Nebraska,Omaha,0,15,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Nevada,Las Vegas,0,12,0,12,Employment,2016,1,2015-10-01,2015-12-31
Nevada,Reno,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
New Hampshire,Manchester,0,nan,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
New Jersey,Mount Laurel,0,11,nan,38,Employment,2016,1,2015-10-01,2015-12-31
New Jersey,Newark,0,58,12,151,Employment,2016,1,2015-10-01,2015-12-31
New Mexico,Albuquerque,0,nan,0,0,Employment,2016,1,2015-10-01,2015-12-31
New York,Albany,0,0,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
New York,Buffalo,0,nan,0,10,Employment,2016,1,2015-10-01,2015-12-31
New York,Long Island,0,48,nan,138,Employment,2016,1,2015-10-01,2015-12-31
New York,New York,0,133,21,201,Employment,2016,1,2015-10-01,2015-12-31
New York,Queens,0,53,nan,104,Employment,2016,1,2015-10-01,2015-12-31
North Carolina,Charlotte,0,nan,nan,10,Employment,2016,1,2015-10-01,2015-12-31
North Carolina,Raleigh,0,22,0,65,Employment,2016,1,2015-10-01,2015-12-31
Ohio,Cincinnati,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Ohio,Cleveland,0,nan,nan,0,Employment,2016,1,2015-10-01,2015-12-31
Ohio,Columbus,0,nan,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Oklahoma,Oklahoma City,0,12,0,20,Employment,2016,1,2015-10-01,2015-12-31
Oregon,Portland,0,12,0,39,Employment,2016,1,2015-10-01,2015-12-31
Pennsylvania,Philadelphia,0,14,nan,96,Employment,2016,1,2015-10-01,2015-12-31
Pennsylvania,Pittsburgh,0,18,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Rhode Island,Providence,0,0,0,nan,Employment,2016,1,2015-10-01,2015-12-31
South Carolina,Charleston,0,nan,0,12,Employment,2016,1,2015-10-01,2015-12-31
Tennessee,Memphis,0,17,0,24,Employment,2016,1,2015-10-01,2015-12-31
Texas,Dallas,0,48,nan,165,Employment,2016,1,2015-10-01,2015-12-31
Texas,El Paso,0,0,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Texas,Harlingen,0,nan,nan,nan,Employment,2016,1,2015-10-01,2015-12-31
Texas,Houston,0,80,nan,89,Employment,2016,1,2015-10-01,2015-12-31
Texas,San Antonio,0,18,0,49,Employment,2016,1,2015-10-01,2015-12-31
Utah,Salt Lake City,0,13,nan,10,Employment,2016,1,2015-10-01,2015-12-31
Vermont,St. Albans,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Virginia,Norfolk,0,nan,nan,36,Employment,2016,1,2015-10-01,2015-12-31
Washington,Seattle,0,55,nan,76,Employment,2016,1,2015-10-01,2015-12-31
Washington,Spokane,0,nan,0,0,Employment,2016,1,2015-10-01,2015-12-31
Washington,Yakima,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Wisconsin,Milwaukee,0,25,nan,18,Employment,2016,1,2015-10-01,2015-12-31
Guam,Hagatna,0,nan,0,nan,Employment,2016,1,2015-10-01,2015-12-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
U.S. Virgin Islands,Christiansted,0,0,0,0,Employment,2016,1,2015-10-01,2015-12-31
Puerto Rico,San Juan,0,0,0,nan,Employment,2016,1,2015-10-01,2015-12-31
Service Center,California,1158,205,17,2407,Employment,2016,1,2015-10-01,2015-12-31
Service Center,Nebraska,20145,13173,595,57040,Employment,2016,1,2015-10-01,2015-12-31
Service Center,Texas,12523,9676,638,61869,Employment,2016,1,2015-10-01,2015-12-31
Alaska,Anchorage,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Arizona,Phoenix,0,nan,nan,29,Employment,2015,4,2015-07-01,2015-09-30
Arizona,Tucson,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Arkansas,Fort Smith,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
California,Chula Vista,0,nan,0,12,Employment,2015,4,2015-07-01,2015-09-30
California,Fresno,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
California,Imperial,0,0,0,0,Employment,2015,4,2015-07-01,2015-09-30
California,Los Angeles,0,43,nan,222,Employment,2015,4,2015-07-01,2015-09-30
California,Los Angeles County,0,17,nan,108,Employment,2015,4,2015-07-01,2015-09-30
California,Sacramento,0,nan,0,16,Employment,2015,4,2015-07-01,2015-09-30
California,San Bernardino,0,30,nan,57,Employment,2015,4,2015-07-01,2015-09-30
California,San Diego,0,nan,0,25,Employment,2015,4,2015-07-01,2015-09-30
California,San Fernando Valley,0,16,nan,64,Employment,2015,4,2015-07-01,2015-09-30
California,San Francisco,0,29,nan,160,Employment,2015,4,2015-07-01,2015-09-30
California,San Jose,0,41,nan,167,Employment,2015,4,2015-07-01,2015-09-30
California,Santa Ana,0,45,nan,184,Employment,2015,4,2015-07-01,2015-09-30
Colorado,Denver,0,15,nan,35,Employment,2015,4,2015-07-01,2015-09-30
Connecticut,Hartford,0,13,0,72,Employment,2015,4,2015-07-01,2015-09-30
Delaware,Dover,0,0,0,0,Employment,2015,4,2015-07-01,2015-09-30
District Of Columbia,Washington,0,38,17,199,Employment,2015,4,2015-07-01,2015-09-30
Florida,Hialeah,0,10,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Florida,Jacksonville,0,nan,0,22,Employment,2015,4,2015-07-01,2015-09-30
Florida,Kendall,0,nan,nan,17,Employment,2015,4,2015-07-01,2015-09-30
Florida,Miami,0,11,0,29,Employment,2015,4,2015-07-01,2015-09-30
Florida,Oakland Park,0,16,11,20,Employment,2015,4,2015-07-01,2015-09-30
Florida,Orlando,0,nan,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Florida,Tampa,0,12,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Florida,West Palm Beach,0,15,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Georgia,Atlanta,0,46,nan,121,Employment,2015,4,2015-07-01,2015-09-30
Hawaii,Honolulu,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Idaho,Boise,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Illinois,Chicago,0,40,nan,217,Employment,2015,4,2015-07-01,2015-09-30
Indiana,Indianapolis,0,0,0,12,Employment,2015,4,2015-07-01,2015-09-30
Iowa,Des Moines,0,nan,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Kansas,Wichita,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Kentucky,Louisville,0,nan,nan,13,Employment,2015,4,2015-07-01,2015-09-30
Louisiana,New Orleans,0,nan,0,12,Employment,2015,4,2015-07-01,2015-09-30
Maine,Portland,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Maryland,Baltimore,0,24,nan,70,Employment,2015,4,2015-07-01,2015-09-30
Massachusetts,Boston,0,17,nan,88,Employment,2015,4,2015-07-01,2015-09-30
Massachusetts,Lawrence,0,nan,0,28,Employment,2015,4,2015-07-01,2015-09-30
Michigan,Detroit,0,nan,nan,63,Employment,2015,4,2015-07-01,2015-09-30
Minnesota,St. Paul,0,nan,nan,37,Employment,2015,4,2015-07-01,2015-09-30
Missouri,Kansas City,0,nan,nan,32,Employment,2015,4,2015-07-01,2015-09-30
Missouri,St. Louis,0,nan,nan,20,Employment,2015,4,2015-07-01,2015-09-30
Montana,Helena,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Nebraska,Omaha,0,23,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Nevada,Las Vegas,0,nan,nan,17,Employment,2015,4,2015-07-01,2015-09-30
Nevada,Reno,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
New Hampshire,Manchester,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
New Jersey,Mount Laurel,0,nan,12,83,Employment,2015,4,2015-07-01,2015-09-30
New Jersey,Newark,0,49,11,205,Employment,2015,4,2015-07-01,2015-09-30
New Mexico,Albuquerque,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
New York,Albany,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
New York,Buffalo,0,nan,nan,18,Employment,2015,4,2015-07-01,2015-09-30
New York,Long Island,0,31,nan,133,Employment,2015,4,2015-07-01,2015-09-30
New York,New York,0,101,33,154,Employment,2015,4,2015-07-01,2015-09-30
New York,Queens,0,16,nan,197,Employment,2015,4,2015-07-01,2015-09-30
North Carolina,Charlotte,0,12,0,13,Employment,2015,4,2015-07-01,2015-09-30
North Carolina,Raleigh,0,nan,0,19,Employment,2015,4,2015-07-01,2015-09-30
Ohio,Cincinnati,0,nan,0,11,Employment,2015,4,2015-07-01,2015-09-30
Ohio,Cleveland,0,nan,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Ohio,Columbus,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Oklahoma,Oklahoma City,0,nan,0,15,Employment,2015,4,2015-07-01,2015-09-30
Oregon,Portland,0,nan,0,53,Employment,2015,4,2015-07-01,2015-09-30
Pennsylvania,Philadelphia,0,10,nan,34,Employment,2015,4,2015-07-01,2015-09-30
Pennsylvania,Pittsburgh,0,0,0,16,Employment,2015,4,2015-07-01,2015-09-30
Rhode Island,Providence,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
South Carolina,Charleston,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Tennessee,Memphis,0,nan,0,27,Employment,2015,4,2015-07-01,2015-09-30
Texas,Dallas,0,38,10,117,Employment,2015,4,2015-07-01,2015-09-30
Texas,El Paso,0,0,0,10,Employment,2015,4,2015-07-01,2015-09-30
Texas,Harlingen,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Texas,Houston,0,29,11,175,Employment,2015,4,2015-07-01,2015-09-30
Texas,San Antonio,0,19,nan,55,Employment,2015,4,2015-07-01,2015-09-30
Utah,Salt Lake City,0,10,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Vermont,St. Albans,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Virginia,Norfolk,0,nan,nan,30,Employment,2015,4,2015-07-01,2015-09-30
Washington,Seattle,0,20,nan,108,Employment,2015,4,2015-07-01,2015-09-30
Washington,Spokane,0,nan,0,nan,Employment,2015,4,2015-07-01,2015-09-30
Washington,Yakima,0,nan,nan,nan,Employment,2015,4,2015-07-01,2015-09-30
Wisconsin,Milwaukee,0,nan,0,36,Employment,2015,4,2015-07-01,2015-09-30
Guam,Hagatna,0,0,0,nan,Employment,2015,4,2015-07-01,2015-09-30
U.S. Virgin Islands,Charlotte Amalie,0,nan,nan,0,Employment,2015,4,2015-07-01,2015-09-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Employment,2015,4,2015-07-01,2015-09-30
Puerto Rico,San Juan,0,0,0,0,Employment,2015,4,2015-07-01,2015-09-30
Service Center,California,1002,192,17,1512,Employment,2015,4,2015-07-01,2015-09-30
Service Center,Nebraska,16262,14008,827,46944,Employment,2015,4,2015-07-01,2015-09-30
Service Center,Texas,14437,16107,927,64661,Employment,2015,4,2015-07-01,2015-09-30
Alaska,Anchorage,0,0,2,1,Employment,2015,3,2015-04-01,2015-06-30
Arizona,Phoenix,0,7,5,24,Employment,2015,3,2015-04-01,2015-06-30
Arizona,Tucson,0,0,0,2,Employment,2015,3,2015-04-01,2015-06-30
Arkansas,Fort Smith,0,2,0,0,Employment,2015,3,2015-04-01,2015-06-30
California,Chula Vista,0,2,0,7,Employment,2015,3,2015-04-01,2015-06-30
California,Fresno,0,4,1,5,Employment,2015,3,2015-04-01,2015-06-30
California,Imperial,0,0,0,0,Employment,2015,3,2015-04-01,2015-06-30
California,Los Angeles,0,59,6,138,Employment,2015,3,2015-04-01,2015-06-30
California,Los Angeles County,0,32,4,76,Employment,2015,3,2015-04-01,2015-06-30
California,Sacramento,0,4,0,14,Employment,2015,3,2015-04-01,2015-06-30
California,San Bernardino,0,20,3,52,Employment,2015,3,2015-04-01,2015-06-30
California,San Diego,0,11,1,15,Employment,2015,3,2015-04-01,2015-06-30
California,San Fernando Valley,0,7,14,45,Employment,2015,3,2015-04-01,2015-06-30
California,San Francisco,0,36,5,90,Employment,2015,3,2015-04-01,2015-06-30
California,San Jose,0,36,9,99,Employment,2015,3,2015-04-01,2015-06-30
California,Santa Ana,0,31,3,136,Employment,2015,3,2015-04-01,2015-06-30
Colorado,Denver,0,8,0,31,Employment,2015,3,2015-04-01,2015-06-30
Connecticut,Hartford,0,16,1,77,Employment,2015,3,2015-04-01,2015-06-30
Delaware,Dover,0,0,0,0,Employment,2015,3,2015-04-01,2015-06-30
District Of Columbia,Washington,0,55,22,243,Employment,2015,3,2015-04-01,2015-06-30
Florida,Hialeah,0,10,3,9,Employment,2015,3,2015-04-01,2015-06-30
Florida,Jacksonville,0,1,1,22,Employment,2015,3,2015-04-01,2015-06-30
Florida,Kendall,0,3,2,7,Employment,2015,3,2015-04-01,2015-06-30
Florida,Miami,0,11,3,24,Employment,2015,3,2015-04-01,2015-06-30
Florida,Oakland Park,0,21,5,36,Employment,2015,3,2015-04-01,2015-06-30
Florida,Orlando,0,14,3,5,Employment,2015,3,2015-04-01,2015-06-30
Florida,Tampa,0,17,1,5,Employment,2015,3,2015-04-01,2015-06-30
Florida,West Palm Beach,0,8,0,3,Employment,2015,3,2015-04-01,2015-06-30
Georgia,Atlanta,0,38,2,125,Employment,2015,3,2015-04-01,2015-06-30
Hawaii,Honolulu,0,6,0,1,Employment,2015,3,2015-04-01,2015-06-30
Idaho,Boise,0,0,0,2,Employment,2015,3,2015-04-01,2015-06-30
Illinois,Chicago,0,66,3,174,Employment,2015,3,2015-04-01,2015-06-30
Indiana,Indianapolis,0,2,0,14,Employment,2015,3,2015-04-01,2015-06-30
Iowa,Des Moines,0,5,0,3,Employment,2015,3,2015-04-01,2015-06-30
Kansas,Wichita,0,0,0,4,Employment,2015,3,2015-04-01,2015-06-30
Kentucky,Louisville,0,11,0,13,Employment,2015,3,2015-04-01,2015-06-30
Louisiana,New Orleans,0,3,3,2,Employment,2015,3,2015-04-01,2015-06-30
Maine,Portland,0,0,0,2,Employment,2015,3,2015-04-01,2015-06-30
Maryland,Baltimore,0,19,8,62,Employment,2015,3,2015-04-01,2015-06-30
Massachusetts,Boston,0,24,1,63,Employment,2015,3,2015-04-01,2015-06-30
Massachusetts,Lawrence,0,6,0,18,Employment,2015,3,2015-04-01,2015-06-30
Michigan,Detroit,2,24,2,16,Employment,2015,3,2015-04-01,2015-06-30
Minnesota,St. Paul,0,10,1,15,Employment,2015,3,2015-04-01,2015-06-30
Missouri,Kansas City,0,3,0,25,Employment,2015,3,2015-04-01,2015-06-30
Missouri,St. Louis,0,2,0,14,Employment,2015,3,2015-04-01,2015-06-30
Montana,Helena,0,0,0,0,Employment,2015,3,2015-04-01,2015-06-30
Nebraska,Omaha,0,10,5,20,Employment,2015,3,2015-04-01,2015-06-30
Nevada,Las Vegas,0,12,0,11,Employment,2015,3,2015-04-01,2015-06-30
Nevada,Reno,0,0,0,3,Employment,2015,3,2015-04-01,2015-06-30
New Hampshire,Manchester,0,2,0,1,Employment,2015,3,2015-04-01,2015-06-30
New Jersey,Mount Laurel,0,8,3,91,Employment,2015,3,2015-04-01,2015-06-30
New Jersey,Newark,0,39,18,174,Employment,2015,3,2015-04-01,2015-06-30
New Mexico,Albuquerque,0,1,0,1,Employment,2015,3,2015-04-01,2015-06-30
New York,Albany,0,2,0,4,Employment,2015,3,2015-04-01,2015-06-30
New York,Buffalo,0,2,0,22,Employment,2015,3,2015-04-01,2015-06-30
New York,Long Island,0,55,5,169,Employment,2015,3,2015-04-01,2015-06-30
New York,New York,0,97,24,215,Employment,2015,3,2015-04-01,2015-06-30
New York,Queens,0,22,3,196,Employment,2015,3,2015-04-01,2015-06-30
North Carolina,Charlotte,0,6,0,15,Employment,2015,3,2015-04-01,2015-06-30
North Carolina,Raleigh,0,37,1,30,Employment,2015,3,2015-04-01,2015-06-30
Ohio,Cincinnati,0,15,0,3,Employment,2015,3,2015-04-01,2015-06-30
Ohio,Cleveland,0,2,0,7,Employment,2015,3,2015-04-01,2015-06-30
Ohio,Columbus,0,3,0,9,Employment,2015,3,2015-04-01,2015-06-30
Oklahoma,Oklahoma City,0,30,1,10,Employment,2015,3,2015-04-01,2015-06-30
Oregon,Portland,0,7,0,37,Employment,2015,3,2015-04-01,2015-06-30
Pennsylvania,Philadelphia,0,10,14,34,Employment,2015,3,2015-04-01,2015-06-30
Pennsylvania,Pittsburgh,0,10,0,7,Employment,2015,3,2015-04-01,2015-06-30
Rhode Island,Providence,0,2,0,2,Employment,2015,3,2015-04-01,2015-06-30
South Carolina,Charleston,0,6,0,0,Employment,2015,3,2015-04-01,2015-06-30
Tennessee,Memphis,0,11,0,42,Employment,2015,3,2015-04-01,2015-06-30
Texas,Dallas,0,22,12,117,Employment,2015,3,2015-04-01,2015-06-30
Texas,El Paso,0,0,0,0,Employment,2015,3,2015-04-01,2015-06-30
Texas,Harlingen,0,5,0,0,Employment,2015,3,2015-04-01,2015-06-30
Texas,Houston,0,31,7,48,Employment,2015,3,2015-04-01,2015-06-30
Texas,San Antonio,0,22,3,50,Employment,2015,3,2015-04-01,2015-06-30
Utah,Salt Lake City,0,0,1,11,Employment,2015,3,2015-04-01,2015-06-30
Vermont,St. Albans,0,0,0,1,Employment,2015,3,2015-04-01,2015-06-30
Virginia,Norfolk,0,7,1,23,Employment,2015,3,2015-04-01,2015-06-30
Washington,Seattle,0,26,3,45,Employment,2015,3,2015-04-01,2015-06-30
Washington,Spokane,0,1,1,1,Employment,2015,3,2015-04-01,2015-06-30
Washington,Yakima,0,6,0,0,Employment,2015,3,2015-04-01,2015-06-30
